table,rows,bytes,fetch_sec,insert_sec,ok,error
ScheduledDataUpdates,1,969,0.09416670899372548,0.008242667012382299,True,
servdata,1580,906551,0.3832575420383364,0.11618870898382738,True,
ServicePics,0,0,0.0,0.0,True,
Similars,51,5772,0.08974029199453071,0.005339834024198353,True,
Sites,2,349,0.0890996249509044,0.0056030830019153655,True,
SmartTagCategory,10,1217,0.09196541598066688,0.004734041984193027,True,
SmartTags,507,136761,0.12359458301216364,0.040609999967273325,True,
SORT,181811,206597848,34.750812167010736,18.30511291703442,True,
SQL$Timed_Triggers,2,0,15.330188791966066,0.0,False,500 Server Error: INTERNAL SERVER ERROR for url: http://100.100.139.110:5003/api/table/SQL$Timed_Triggers
stckbdes,0,0,0.0,0.0,True,
stckbnd,0,0,0.0,0.0,True,
stckexc,0,0,0.0,0.0,True,
stckmcat,0,0,0.0,0.0,True,
stcktrns,0,0,0.0,0.0,True,
stkmbnd,0,0,0.0,0.0,True,
StockTakeDetails,48709,18647153,3.2249341249698773,1.5841646250337362,True,
StockTakeGroups,0,0,0.0,0.0,True,
StockTakes,20,6582,0.09241908299736679,0.006515540997497737,True,
subcode,96,13232,0.09133470797678456,0.009721625014208257,True,
subdata,1449,137351,0.13191458402434364,0.03793166601099074,True,
taxcodes,8,1399,0.08790595800383016,0.006595167040359229,True,
TERMS,12,1665,0.08803529205033556,0.005791250034235418,True,
TRANJOB,14,1979,0.0901140000205487,0.004772500018589199,True,
Tranplan,2982,0,16.249988374998793,0.0,False,500 Server Error: INTERNAL SERVER ERROR for url: http://100.100.139.110:5003/api/table/Tranplan
TranplanHeader,2595,643013,0.20960150001337752,0.10515329201007262,True,
TransDistancePriceBands,8,1110,0.09357062500203028,0.005566083011217415,True,
TransEqlNew,101,5008,0.09794595796847716,0.008416666998527944,True,
TransFunction,3,296,0.09049537498503923,0.005140374996699393,True,
Translation,2,68632,0.44387795898364857,0.012466584041249007,True,
TransportTasks,4,401,0.08732866699574515,0.0055589170078746974,True,
Trigger_logs,0,0,0.0,0.0,True,
TypeLocations,0,0,0.0,0.0,True,
TypePics,1467,62545224,150.16171945800306,1.292648792034015,True,
updates,226,21693,0.10209158295765519,0.011212332989089191,True,
UserFeatures,66,3447,0.1040962910046801,0.013685292040463537,True,
UserImages,0,0,0.0,0.0,True,
UserJobs,23772,2711568,0.724263416021131,0.3437699999776669,True,
UserReportingGroups,20,823,0.08612208400154486,0.002676416013855487,True,
Users,42,57281,0.12355449999449775,0.02361941704293713,True,
UserSettings,25694,5109078,1.5245556670124643,0.0,False,1406 (22001): Data too long for column 'Value' at row 819
UserTypes,3,207,0.09913183300523087,0.0038013330195099115,True,
UserTypesLkp,68,2918,0.08840983302798122,0.012640708009712398,True,
veh_spec,9,1830,0.09315404098015279,0.0067928750067949295,True,
veh-type,0,0,0.0,0.0,True,
venue,24,9001,0.09821950003970414,0.006501917028799653,True,
Warehouses,6,1429,0.11853837501257658,0.0076557910069823265,True,
WarehouseTransitTimes,20,1378,0.1038430419866927,0.004169333027675748,True,
WebHooks,1,277,0.11170362500706688,0.0047912500449456275,True,
WhAudit,18288,5834878,1.282724209013395,0.5472858330467716,True,
Whlevel,4520,4044451,1.0622902089962736,0.5019867499941029,True,
WorkFlowBLOBS,0,0,0.0,0.0,True,
WorkFlowInstances,44,514910,0.279327625001315,0.07223699998576194,True,
WorkFlows,4,1635,0.09715874999528751,0.005637791997287422,True,
WorkFlowsExternalData,0,0,0.0,0.0,True,
WorkFlowTargets,3,242,0.10146395798074082,0.00500645802821964,True,
WorkFlowTemplates,5,53385,0.12288562499452382,0.014686166017781943,True,
