table,rows,bytes,fetch_sec,insert_sec,ok,error
updates,226,21693,0.09695820900378749,0.011124500015284866,True,
UserFeatures,66,3447,0.09143333398969844,0.008443124999757856,True,
UserImages,0,0,0.0,0.0,True,
UserJobs,23777,2712139,0.7051627909531817,0.38927204196806997,True,
UserReportingGroups,20,823,0.1090546670020558,0.008464999962598085,True,
Users,42,57281,0.11161345901200548,0.015907332999631763,True,
UserSettings,25694,5109210,2.3851685840054415,0.5589373330003582,True,
UserTypes,3,207,0.08902737498283386,0.0033525829785503447,True,
UserTypesLkp,68,2918,0.09451162500772625,0.012255000008735806,True,
veh_spec,9,1830,0.09854495903709903,0.003981666988693178,True,
veh-type,0,0,0.0,0.0,True,
venue,24,9001,0.10268370795529336,0.007360582996625453,True,
Warehouses,6,1429,0.09276391699677333,0.006529458041768521,True,
WarehouseTransitTimes,20,1378,0.09166966599877924,0.005422166956122965,True,
WebHooks,1,277,0.09842187497997656,0.005545165971852839,True,
WhAudit,18288,5834878,1.06527762504993,0.6705016249907203,True,
Whlevel,4520,4044451,0.9830805420060642,0.5783955419901758,True,
WorkFlowBLOBS,0,0,0.0,0.0,True,
WorkFlowInstances,44,514910,0.1623109580250457,0.09433158399770036,True,
WorkFlows,4,1635,0.08980887499637902,0.011482750007417053,True,
WorkFlowsExternalData,0,0,0.0,0.0,True,
WorkFlowTargets,3,242,0.0898274999926798,0.004569249984342605,True,
WorkFlowTemplates,5,53385,0.1053570419899188,0.017447417019866407,True,
